,Matchup0_blueIndex,Matchup0_redIndex,Matchup0_Ref,Matchup0_Extreme,Matchup1_blueIndex,Matchup1_redIndex,Matchup1_Ref,Matchup1_Extreme,Matchup2_blueIndex,Matchup2_redIndex,Matchup2_Ref,Matchup2_Extreme,Matchup3_blueIndex,Matchup3_redIndex,Matchup3_Ref,Matchup3_Extreme,Matchup4_blueIndex,Matchup4_redIndex,Matchup4_Ref,Matchup4_Extreme,Matchup5_blueIndex,Matchup5_redIndex,Matchup5_Ref,Matchup5_Extreme,Matchup6_blueIndex,Matchup6_redIndex,Matchup6_Ref,Matchup6_Extreme,Matchup7_blueIndex,Matchup7_redIndex,Matchup7_Ref,Matchup7_Extreme,Matchup8_blueIndex,Matchup8_redIndex,Matchup8_Ref,Matchup8_Extreme,Matchup9_blueIndex,Matchup9_redIndex,Matchup9_Ref,Matchup9_Extreme,Matchup10_blueIndex,Matchup10_redIndex,Matchup10_Ref,Matchup10_Extreme,Matchup11_blueIndex,Matchup11_redIndex,Matchup11_Ref,Matchup11_Extreme,TVJ0_Matchup0,TVJ0_Matchup1,TVJ0_Matchup2,TVJ0_Matchup3,TVJ0_Matchup4,TVJ0_Matchup5,TVJ0_Matchup6,TVJ0_Matchup7,TVJ0_Matchup8,TVJ0_Matchup9,TVJ0_Matchup10,TVJ0_Matchup11,Aud_expertise,Aud_expertise_index,Mid,RT,Prior0_slider0,Prior0_slider1,Prior0_slider2,Prior0_slider3,Prior0_slider4,Prior0_slider5,Prior0_slider6,Prior0_slider7,Prior0_slider8,Prior0_slider9,Prior0_slider10,Prior0_slider11,Interpret0_slider0,Interpret0_slider1,Interpret0_slider2,Interpret0_slider3,Interpret0_slider4,Interpret0_slider5,Interpret0_slider6,Interpret0_slider7,Interpret0_slider8,Interpret0_slider9,Interpret0_slider10,Interpret0_slider11,language,age,gender,education,comments,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,max_extreme,criteria,time_in_minutes,participant_id,Concern_lo,Concern_hi,Concern,Matchup0_good,Matchup1_good,Matchup2_good,Matchup3_good,Matchup4_good,Matchup5_good,Matchup6_good,Matchup7_good,Matchup8_good,Matchup9_good,Matchup10_good,Matchup11_good,nGood
49,140,67,0,1,112,147,1,0,31,84,1,0,21,97,0,1,53,69,1,1,144,2,0,0,116,51,0,1,89,138,1,1,1,6,0,1,52,133,1,1,61,30,0,0,17,24,1,1,1,2,1,2,1,1,0,0,1,1,2,0,experienced,1,1,113.934,0.51,0.5,0.55,0.5,0.6,0.51,0.45,0.49,0.53,0.6,0.5,0.46,0.55,0.55,0.55,0.55,0.6,0.55,0.6,0.6,0.55,0.65,0.55,0.55,English,23,Male,2,"Maybe I'm just washed because I haven't played the game at a high level in four~ years, but I imagine a number of the champs like Talon/Kat/Qi all love to just permaroam, even during laning. Often I wasn't sure how to rate matchups because in the pure 1v1 one laner can destroy the other, but jungle matchup and roaming conditions can trivialize the actual 1v1. Not sure what the purpose of the study is, but I think distinguishing between pure 1v1 laning vs jungler influence and roaming would give more less subjectivity to how people answer.",Chrome,Windows,864,1536,2013,Gold,"1,000-10,000",0,19-24,0.75,0.55,11.63546667,61,0,0,0,1,0,0,-1,1,0,1,-1,-1,-1,0,-1,3
50,103,68,1,0,122,56,0,1,33,34,0,1,40,20,0,0,38,32,0,1,39,101,1,0,29,96,0,0,44,16,0,1,70,74,1,1,54,59,1,1,128,105,1,1,94,77,1,1,2,0,1,1,1,1,1,0,1,1,0,0,experienced,1,0,64.406,0.48,0.21,0.64,0.67,0.94,0.78,0.83,0.3,0.7,0.88,0.87,0.61,0.81,0.83,0.83,0.74,0.79,0.86,0.81,0.71,0.82,0.79,0.71,0.76,English,21,Male,2,NA,Chrome,Linux,915,412,2019,Gold,"100-1,000",10-Jun,13-18,0.51,0.76,4.48415,62,0,0,0,0,-1,-1,0,-1,0,0,1,-1,1,-1,-1,2
51,70,74,1,1,68,103,1,0,105,128,0,1,59,54,0,1,40,20,0,0,32,38,0,1,33,34,1,1,94,77,0,1,39,101,0,0,16,44,1,1,29,96,1,0,56,122,1,1,1,2,0,1,1,0,2,0,0,1,0,0,experienced,1,0,114.764,0.61,0.51,0.26,0.66,0.82,0.39,0.45,0.36,0.34,0.78,0.37,0.48,0.78,0.75,0.77,0.79,0.89,0.77,0.8,0.81,0.79,0.82,0.72,0.74,English,20,Female,2,"Might want to include an option for ""unranked"" rather than just below 30 and then iron/bronze/silver/ etc. I personally haven't played competitive since season 3 so unranked is usually what I describe myself as.",Chrome,Linux,846,412,2012,Silver,0-10,0,0-6,0.74,0.65,17.89185,63,0,0,0,-1,0,-1,1,0,1,1,1,0,1,0,-1,5
52,77,94,0,1,122,56,0,1,38,32,1,1,105,128,0,1,44,16,1,1,74,70,0,1,20,40,0,0,39,101,1,0,96,29,1,0,54,59,1,1,68,103,0,0,33,34,1,1,0,0,0,0,0,1,2,0,2,1,0,1,experienced,1,0,102.182,0.4,0.45,0.35,0.35,0.35,0.75,0.5,0.15,0.5,0.75,0.5,0.35,0.55,0.55,0.55,0.55,0.55,0.7,0.66,0.51,0.51,0.7,0.52,0.66,Vietnamese,20,Male,2,No jg matchups??,Chrome,Windows,720,1280,2015,Diamond,"100-1,000",0,13-18,0.9,0.51,10.62038333,64,0,0,0,-1,-1,1,-1,-1,-1,0,0,0,1,0,1,3
53,53,69,1,1,51,116,0,1,52,133,1,1,24,17,1,1,89,138,0,1,21,97,0,1,144,2,0,0,30,61,0,0,112,147,1,0,140,67,1,1,6,1,0,1,84,31,1,0,1,1,1,1,1,0,1,0,1,1,1,1,experienced,1,1,54.032,0.54,0.45,0.47,0.59,0.6,0.54,0.5,0.4,0.43,0.64,0.52,0.54,0.49,0.53,0.52,0.5,0.51,0.49,0.49,0.51,0.53,0.51,0.5,0.52,Chinese,21,Male,2,NA,Chrome,Windows,864,1536,2016,Grandmaster,10-100,21-40,0-6,0.99,1,5.043033333,65,0,0,0,1,-1,-1,1,1,-1,0,0,0,-1,1,0,4
54,128,105,0,1,94,77,1,1,68,103,0,0,33,34,1,1,39,101,0,0,44,16,1,1,122,56,1,1,29,96,1,0,74,70,0,1,59,54,0,1,38,32,0,1,20,40,1,0,0,0,0,1,1,1,1,1,1,1,1,1,experienced,1,0,66.926,0.28,0.1,0.4,0.83,0.5,0.85,0.87,0.74,0.5,0.92,0.9,0.65,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,Chinese,20,Male,2,NA,Chrome,Windows,1440,2560,2013,Gold,"1,000-10,000",2-Jan,13-18,0.85,0.7,4.66765,67,0,0,0,1,-1,0,1,0,-1,1,0,-1,1,-1,0,4
55,112,147,0,0,140,67,0,1,31,84,0,0,89,138,0,1,52,133,0,1,69,53,0,1,24,17,1,1,97,21,1,1,30,61,1,0,51,116,1,1,144,2,1,0,1,6,1,1,1,1,1,0,0,1,2,2,1,0,0,2,new,0,1,63.807,0.72,0.7,0.73,0.33,0.41,0.53,0.69,0.42,0.87,0.2,0.47,0.5,0.76,0.75,0.74,0.76,0.75,0.74,0.75,0.75,0.78,0.73,0.74,0.75,NA,NA,NA,-1,NA,Chrome,Windows,1080,1920,2012,Diamond,"1,000-10,000",20-Nov,12-Jul,0.9,0.69,4.481183333,68,0,0,0,0,1,0,1,1,1,1,-1,0,1,0,1,7
56,6,1,0,1,84,31,1,0,61,30,0,0,53,69,0,1,52,133,1,1,138,89,0,1,17,24,0,1,21,97,1,1,140,67,1,1,112,147,0,0,51,116,1,1,2,144,1,0,0,0,1,0,1,1,0,1,0,0,1,1,new,0,1,64.937,0.4,0.1,0.6,0.1,0.66,0.58,0.32,0.66,0.59,0.16,0.57,0.57,0.71,0.26,0.66,0.3,0.72,0.64,0.63,0.76,0.79,0.37,0.68,0.79,NA,18,Male,1,NA,Chrome,Windows,1080,1920,2014,Gold,"1,000-10,000",20-Nov,12-Jul,0.81,0.92,7.37255,69,0,0,0,1,0,0,-1,-1,-1,1,1,-1,0,1,0,4
57,84,31,0,0,144,2,0,0,147,112,1,0,138,89,1,1,52,133,0,1,6,1,1,1,21,97,1,1,69,53,0,1,140,67,1,1,61,30,1,0,24,17,0,1,51,116,0,1,0,1,2,1,0,0,0,0,0,0,0,0,experienced,1,1,154.734,0.22,0.88,0.34,0.22,0.57,0.28,0.31,0.72,0.33,0.35,0.11,0.56,0.66,0.86,0.65,0.81,0.62,0.68,0.62,0.82,0.2,0.37,0.21,0.62,NA,NA,NA,-1,"Honestly I suck at midlane and have no clue how any of these matchups go, but i used my knowledge of these champs abilites to try and figure it out.",Chrome,Windows,1050,1680,2018,Gold,10-100,21-40,0-6,0.92,0.51,10.76483333,70,0,0,0,0,0,0,1,1,-1,1,1,-1,0,-1,-1,4
58,54,59,0,1,68,103,0,0,128,105,0,1,39,101,0,0,32,38,1,1,29,96,1,0,44,16,0,1,20,40,1,0,33,34,1,1,70,74,0,1,56,122,1,1,77,94,1,1,0,0,1,0,1,0,1,1,1,0,0,1,experienced,1,0,132.105,0.35,0.19,0.78,0.41,0.71,0.32,0.84,0.53,0.64,0.1,0.22,0.79,0.7,0.79,0.68,0.82,0.73,0.87,0.75,0.66,0.75,0.95,0.85,0.66,NA,NA,NA,-1,NA,Safari,iPhone/iPod,812,375,2016,Platinum,"100-1,000",10-Jun,19-24,0.85,0.75,8.15225,71,0,0,0,-1,0,1,0,-1,0,1,0,1,1,-1,1,5
59,112,147,1,0,30,61,0,0,97,21,0,1,140,67,1,1,89,138,1,1,17,24,0,1,6,1,1,1,144,2,1,0,116,51,0,1,69,53,1,1,31,84,0,0,133,52,0,1,2,1,0,0,2,1,1,0,1,0,2,1,new,0,1,64.533,0.43,0.69,0.49,0.21,0.46,0.64,0.41,0.38,0.58,0.38,0.54,0.63,0.69,0.66,0.67,0.58,0.65,0.85,0.68,0.58,0.72,0.61,0.66,0.86,French,21,Male,4,NA,Chrome,Linux,780,360,2014,Platinum,"1,000-10,000",20-Nov,0-6,0.89,0.67,6.06005,72,0,0,0,0,0,1,-1,-1,1,-1,0,1,-1,0,-1,3
60,34,33,0,1,38,32,0,1,54,59,0,1,16,44,1,1,40,20,1,0,68,103,0,0,105,128,0,1,77,94,1,1,101,39,1,0,122,56,1,1,96,29,0,0,74,70,1,1,1,1,1,0,0,0,0,1,0,1,0,0,new,0,0,63.833,0.64,0.67,0.67,0.68,0.53,0.52,0.31,0.59,0.51,0.68,0.51,0.59,0.61,0.62,0.61,0.7,0.62,0.63,0.67,0.64,0.64,0.65,0.65,0.69,English,25,Male,2,N/a,Safari,iPhone/iPod,896,414,2011,Platinum,0-10,21-40,13-18,0.7,0.62,5.99555,73,0,0,0,1,-1,-1,1,0,0,-1,1,0,1,0,1,5
61,16,44,1,1,29,96,1,0,70,74,1,1,77,94,0,1,128,105,0,1,33,34,0,1,68,103,1,0,101,39,0,0,32,38,1,1,54,59,1,1,122,56,0,1,40,20,0,0,1,1,1,0,1,0,1,0,1,1,0,0,experienced,1,0,57.77,0.71,0.66,0.97,0.1,0.72,0.34,0.72,0.72,0.74,0.83,0.41,0.45,0.82,0.8,0.76,0.75,0.83,0.79,0.77,0.78,0.77,0.79,0.78,0.83,Italian,NA,Male,0,NA,Chrome,Linux,760,360,2018,Gold,"100-1,000",41+,13-18,0.92,0.72,10.70875,74,0,0,0,1,0,-1,-1,1,-1,0,0,-1,1,-1,0,3
62,112,147,0,0,1,6,1,1,51,116,1,1,69,53,0,1,17,24,0,1,84,31,0,0,2,144,1,0,133,52,1,1,138,89,0,1,30,61,1,0,97,21,0,1,67,140,1,1,0,1,1,1,1,1,0,1,0,1,1,0,experienced,1,1,41.635,0.88,0.56,0.99,0.88,0.67,0.53,0.31,0.56,0.4,0.72,0.63,0.7,0.29,0.49,0.5,0.53,0.54,0.48,0.51,0.44,0.48,0.48,0.5,0.52,Sweden,23,Male,2,This was a bitch to fill out on mobile so i just put as Close to 50 as i could on THE last Collection of sliders. And i dident get te he last queation.,Chrome,Linux,732,412,2013,Diamond,"1,000-10,000",21-40,19-24,0.92,0.49,8.9107,75,0,0,0,0,1,1,1,1,0,0,1,-1,0,1,1,7
63,97,21,1,1,116,51,0,1,147,112,0,0,53,69,0,1,144,2,0,0,133,52,1,1,138,89,0,1,31,84,1,0,1,6,1,1,17,24,0,1,61,30,1,0,67,140,1,1,0,1,1,0,1,0,1,0,1,1,0,1,new,0,1,107.646,0.34,0.75,0.64,0.27,0.64,0.18,0.63,0.32,0.64,0.61,0.38,0.71,0.6,0.78,0.62,0.62,0.76,0.62,0.62,0.58,0.74,0.65,0.56,0.73,German,19,Male,1,NA,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",20-Nov,13-18,0.85,0.59,8.528766667,76,0,0,0,-1,1,0,-1,0,1,-1,0,1,1,0,1,5
64,34,33,1,1,38,32,1,1,44,16,1,1,103,68,1,0,122,56,0,1,29,96,0,0,59,54,0,1,70,74,0,1,101,39,0,0,77,94,0,1,105,128,1,1,20,40,1,0,0,0,0,0,0,1,1,1,2,0,2,1,experienced,1,0,83.536,0.76,0.59,0.16,0.4,0.47,0.59,0.64,0.43,0.51,0.41,0.5,0.57,0.57,0.49,0.51,0.56,0.51,0.61,0.6,0.44,0.56,0.58,0.63,0.68,"English, Mandarin",20,Male,2,NA,Safari,iPhone/iPod,812,375,2019,Gold,"100-1,000",5-Mar,13-18,0.6,0.61,7.643916667,77,0,0,0,-1,1,-1,0,-1,0,1,1,0,-1,1,0,4
65,33,34,0,1,56,122,1,1,40,20,0,0,96,29,1,0,94,77,1,1,70,74,1,1,38,32,0,1,44,16,1,1,101,39,0,0,128,105,0,1,103,68,1,0,54,59,0,1,0,0,0,1,0,2,2,1,0,1,0,0,experienced,1,0,92.112,0.28,0.11,0.3,0.65,0.4,0.53,0.58,0.52,0.34,0.8,0.53,0.36,0.37,0.25,0.32,0.71,0.58,0.69,0.59,0.66,0.32,0.94,0.33,0.22,French,NA,Male,1,NA,Chrome,Linux,740,360,2019,Silver,"100-1,000",10-Jun,0-6,0.81,0.7,5.459133333,78,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,1,0,-1,1
66,101,39,1,0,56,122,0,1,105,128,0,1,74,70,1,1,59,54,1,1,34,33,0,1,44,16,0,1,94,77,1,1,20,40,0,0,32,38,1,1,68,103,1,0,29,96,0,0,0,1,0,0,1,1,1,0,0,1,1,1,experienced,1,0,72.338,0.49,0.9,0.07,0.32,0.44,0.81,0.59,0.61,0.53,0.8,0.73,0.61,0.75,0.91,0.2,0.54,0.55,0.85,0.71,0.61,0.73,0.88,0.84,0.66,English,19,Male,2,"At the diamond level, I don’t completely expect the lane to just be Champion A vs. Champion B. I would expect the jungler to assist, and I believe that would impact the lane no matter how much of a counter one champion is to the other.",Safari,iPhone/iPod,812,375,2015,Gold,"1,000-10,000",20-Nov,13-18,0.66,0.7,6.940716667,79,0,0,0,0,1,-1,1,-1,1,1,-1,0,-1,0,0,4
67,52,133,1,1,69,53,1,1,140,67,1,1,30,61,1,0,17,24,0,1,144,2,1,0,89,138,0,1,84,31,0,0,116,51,0,1,112,147,0,0,21,97,1,1,6,1,0,1,1,0,0,0,1,1,2,2,0,1,1,1,new,0,1,875.743,0.7,0.25,0.2,0.15,0.85,0.6,0.5,0.5,0.3,0.6,0.8,0.85,0.7,0.45,0.6,0.5,0.8,0.7,0.7,0.6,0.55,0.85,0.8,0.85,Cantonese,19,Male,2,NA,Chrome,Windows,1080,1920,2012,Platinum,"1,000-10,000",5-Mar,0-6,0.8,0.7,24.52883333,80,0,0,0,-1,-1,-1,0,1,0,1,0,1,0,1,1,5
68,61,30,0,0,31,84,0,0,24,17,0,1,2,144,1,0,140,67,1,1,147,112,1,0,51,116,1,1,52,133,0,1,69,53,1,1,138,89,1,1,1,6,0,1,97,21,0,1,1,0,0,1,0,1,0,0,0,0,1,1,experienced,1,1,28.486,0.72,0.22,0.15,0.67,0.41,0.63,0.3,0.39,0.38,0.37,0.79,0.73,0.81,0.78,0.77,0.79,0.76,0.79,0.77,0.7,0.78,0.79,0.77,0.74,NA,21,Female,2,NA,Safari,iPhone/iPod,736,414,2016,Gold,"100-1,000",2-Jan,19-24,0.92,0.83,3.095583333,82,0,0,0,0,0,-1,0,-1,0,1,1,-1,1,-1,1,4
69,31,84,1,0,112,147,0,0,52,133,1,1,2,144,1,0,67,140,1,1,61,30,0,0,21,97,1,1,51,116,0,1,24,17,1,1,53,69,0,1,1,6,0,1,138,89,0,1,1,0,1,0,1,1,1,0,1,1,0,0,experienced,1,1,51.226,0.6,0.43,0.66,0.51,0.67,0.53,0.42,0.18,0.66,0.71,0.38,0.22,0.76,0.31,0.73,0.53,0.74,0.46,0.64,0.21,0.78,0.74,0.3,0.27,"English, Korean",19,Male,2,NA,Chrome,Mac,1050,1680,2017,Challenger,"1,000-10,000",5-Mar,19-24,0.3,0.69,4.339266667,83,0,0,0,0,0,-1,0,1,0,1,-1,1,-1,-1,-1,3
70,32,38,0,1,39,101,1,0,94,77,1,1,34,33,1,1,103,68,0,0,105,128,0,1,74,70,0,1,96,29,1,0,122,56,1,1,20,40,0,0,54,59,0,1,44,16,1,1,1,2,0,0,1,0,1,2,0,0,0,0,new,0,0,60.334,0.6,0.6,0.27,0.42,0.62,0.4,0.6,0.46,0.42,0.3,0.13,0.45,0.57,0.62,0.67,0.67,0.66,0.64,0.62,0.65,0.66,0.62,0.69,0.62,English,20,Male,2,The slider was hard to use on mobile. Couldn’t accurately click because my thumbs are big,Safari,iPhone/iPod,667,375,2015,Diamond,"100-1,000",20-Nov,12-Jul,0.71,0.66,5.683016667,84,0,0,0,1,0,-1,-1,0,-1,-1,0,1,0,-1,-1,2
71,70,74,1,1,96,29,1,0,16,44,1,1,101,39,0,0,32,38,1,1,122,56,0,1,77,94,1,1,20,40,1,0,54,59,0,1,105,128,0,1,34,33,0,1,68,103,0,0,0,1,0,1,1,0,0,0,0,0,1,1,new,0,0,95.157,0.56,0.58,0.5,0.5,0.6,0.4,0.48,0.5,0.13,0.25,0.53,0.5,0.57,0.58,0.5,0.62,0.64,0.45,0.48,0.54,0.3,0.28,0.62,0.59,"English, Spanish",20,Male,2,"I started playing March 2021, I didn't see 2021 as an available option.",Chrome,Windows,1080,1920,0,Silver,10-100,10-Jun,13-18,0.81,0.67,29.91183333,85,0,0,0,-1,0,1,0,-1,-1,1,0,-1,-1,1,0,3
72,77,94,0,1,96,29,0,0,20,40,1,0,32,38,1,1,103,68,1,0,101,39,0,0,128,105,1,1,70,74,1,1,16,44,0,1,122,56,0,1,33,34,1,1,59,54,0,1,1,0,0,0,2,1,0,1,0,0,1,1,new,0,0,84.663,1,0,0,0.5,0.5,1,0.5,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,English,21,Male,2,NA,Chrome,Windows,1080,1920,2018,Gold,"1,000-10,000",21-40,0-6,1,0.56,10.12381667,86,0,0,0,-1,0,0,-1,0,0,-1,-1,-1,-1,1,1,2
73,51,116,1,1,138,89,0,1,17,24,1,1,53,69,1,1,1,6,0,1,97,21,1,1,84,31,1,0,144,2,0,0,52,133,0,1,140,67,0,1,30,61,1,0,112,147,0,0,0,1,0,1,1,1,1,2,1,0,1,0,experienced,1,1,154.632,0.35,0.8,0.36,0.62,0.8,0.82,0.65,0.5,0.65,0.36,0.63,0.25,0.57,0.8,0.6,0.7,0.88,0.51,0.58,0.6,0.72,0.52,0.64,0.51,English,20,Male,2,"Consider adding how many hours of pro league we've watched. I don't really play the game all too much, but I definitely watch a ton of hours of professional play.",Chrome,Windows,864,1536,2019,Silver,10-100,0,0-6,0.85,0.7,10.38196667,87,0,0,0,1,-1,-1,1,-1,-1,0,0,1,1,0,0,4
74,33,34,1,1,54,59,0,1,29,96,0,0,70,74,0,1,40,20,1,0,56,122,1,1,94,77,0,1,44,16,1,1,38,32,0,1,103,68,1,0,39,101,0,0,128,105,1,1,1,0,1,0,1,1,1,0,1,1,1,0,new,0,0,80.298,0.72,0.25,0.86,0.3,0.59,0.72,0.61,0.14,0.64,0.59,0.64,0.23,0.75,0.22,0.86,0.25,0.67,0.71,0.57,0.14,0.69,0.65,0.8,0.16,Spanish,20,Male,2,the question about what people think experts mean is a little miandering,Chrome,Windows,1440,2560,2016,Silver,"1,000-10,000",10-Jun,19-24,0.85,0.62,6.750066667,88,0,0,0,1,-1,0,1,0,-1,1,-1,-1,0,0,-1,3
75,29,96,0,0,34,33,1,1,77,94,1,1,32,38,1,1,56,122,0,1,103,68,1,0,39,101,1,0,40,20,0,0,70,74,1,1,59,54,0,1,16,44,0,1,128,105,0,1,0,1,1,0,1,0,0,0,1,1,1,1,experienced,1,0,182.61,0.4,0.2,0.6,0.4,0.7,0.35,0.45,0.35,0.8,0.9,0.55,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,English/Spanish,20,Male,2,NA,Safari,Mac,900,1440,2015,Silver,"100-1,000",2-Jan,13-18,0.7,0.7,13.091,89,0,0,0,0,-1,1,-1,1,0,0,0,-1,1,-1,1,4
