"","Comp","CompType","EarlyResponse","LateResponse","SpeakerEarly","SpeakerLate","TransformEarly","TransformLate","ParticipantID","EarlyTVJ","LateTVJ","EarlyPrior","LatePrior","GenPrior","EarlyShift","LateShift","CompBorderline","Skill","ChampFam","ChampFam_total","Participant","UnextremeEarly","UnextremeLate","ProbitEarly","ProbitLate","Skill_Index","ChampFam_total_index","AgreeEarly","AgreeLate","Early_psi_bern","Late_psi_bern"
"471",8,4,0.3,0.76,0,1,0.2,0.26,40,0,1,0.35,0.74,0.46,-0.05,0.02,1,"Master",5,"121-150",40,0.3,0.76,-0.524400512708041,0.706302562840088,5,5,99,1,0,0
"472",10,5,0.68,0.58,1,1,0.18,0.08,40,1,0,0.62,0.29,0.5,0.0600000000000001,0.29,2,"Master",5,"121-150",40,0.68,0.58,0.467698799114508,0.201893479141851,5,5,1,0,0,0
"473",9,5,0.36,0.44,0,0,0.14,0.06,40,0,0,0.39,0.55,0.46,-0.03,-0.11,2,"Master",5,"121-150",40,0.36,0.44,-0.358458793251194,-0.150969215496777,5,5,99,99,0,0
"474",2,1,0.49,0.47,0,1,0.01,0.03,40,1,0,0.63,0.32,0.43,-0.14,0.15,1,"Master",5,"121-150",40,0.49,0.47,-0.0250689082587111,-0.0752698620998299,5,5,99,0,0,0.115666666666667
"475",5,3,0.3,0.56,0,0,0.2,0.0600000000000001,40,0,1,0.33,0.74,0.48,-0.03,-0.18,3,"Master",5,"121-150",40,0.3,0.56,-0.524400512708041,0.150969215496777,5,5,99,99,0,0
"476",12,6,0.54,0.43,0,1,0.04,0.07,40,1,0,0.67,0.33,0.48,-0.13,0.1,3,"Master",5,"121-150",40,0.54,0.43,0.10043372051147,-0.176374164780861,5,5,99,0,0,0.427666666666667
"477",4,2,0.43,0.43,0,0,0.07,0.07,40,0,1,0.44,0.61,0.53,-0.01,-0.18,2,"Master",5,"121-150",40,0.43,0.43,-0.176374164780861,-0.176374164780861,5,5,99,99,0,0
"478",11,6,0.66,0.33,1,0,0.16,0.17,40,1,0,0.63,0.36,0.45,0.03,-0.03,3,"Master",5,"121-150",40,0.66,0.33,0.412463129441405,-0.439913165673234,5,5,1,99,0,0
"479",7,4,0.55,0.5,1,0,0.05,0,40,0,1,0.43,0.67,0.57,0.12,-0.17,1,"Master",5,"121-150",40,0.55,0.5,0.125661346855074,0,5,5,0,99,0.0976666666666667,0
"480",3,2,0.67,0.5,1,1,0.17,0,40,1,0,0.64,0.41,0.54,0.03,0.09,2,"Master",5,"121-150",40,0.67,0.5,0.439913165673234,0,5,5,1,0,0,0.216333333333333
"481",9,5,0.75,0.3,1,0,0.25,0.2,41,1,1,0.55,0.6,0.4,0.2,-0.3,2,"Gold",5,"31-60",41,0.75,0.3,0.674489750196082,-0.524400512708041,2,2,1,99,0,0
"482",1,1,0.3,0.31,0,0,0.2,0.19,41,1,0,0.7,0.35,0.59,-0.4,-0.04,1,"Gold",4,"31-60",41,0.3,0.31,-0.524400512708041,-0.495850347347453,2,2,99,99,0,0
"483",6,3,0.6,0.35,1,0,0.1,0.15,41,0,1,0.2,0.75,0.5,0.4,-0.4,3,"Gold",5,"31-60",41,0.6,0.35,0.2533471031358,-0.385320466407568,2,2,0,99,0,0
"484",3,2,0.63,0.66,1,1,0.13,0.16,41,1,1,0.6,0.67,0.5,0.03,-0.01,2,"Gold",5,"31-60",41,0.63,0.66,0.331853346436817,0.412463129441405,2,2,1,1,0,0
"485",2,1,0.63,0.6,1,1,0.13,0.1,41,1,0,0.67,0.42,0.5,-0.04,0.18,1,"Gold",5,"31-60",41,0.63,0.6,0.331853346436817,0.2533471031358,2,2,1,0,0,0.0116666666666667
"486",7,4,0.62,0.35,1,0,0.12,0.15,41,0,1,0.41,0.85,0.53,0.21,-0.5,1,"Gold",5,"31-60",41,0.62,0.35,0.305480788099397,-0.385320466407568,2,2,0,99,0.00633333333333333,0
"487",11,6,0.64,0.59,1,1,0.14,0.09,41,1,1,0.61,0.63,0.54,0.03,-0.04,3,"Gold",5,"31-60",41,0.64,0.59,0.358458793251194,0.227544976641149,2,2,1,1,0,0
"488",8,4,0.6,0.84,0,1,0.1,0.34,41,0,1,0.4,0.84,0.5,0.2,0,1,"Gold",5,"31-60",41,0.6,0.84,0.2533471031358,0.994457883209753,2,2,99,1,0,0
"489",4,2,0.63,0.34,0,0,0.13,0.16,41,1,1,0.55,0.8,0.52,0.08,-0.46,2,"Gold",5,"31-60",41,0.63,0.34,0.331853346436817,-0.412463129441405,2,2,99,99,0,0
"490",5,3,0.23,0.62,0,1,0.27,0.12,41,0,1,0.33,0.67,0.45,-0.1,-0.05,3,"Gold",3,"31-60",41,0.23,0.62,-0.738846849185214,0.305480788099397,2,2,99,1,0,0
"491",12,6,0.32,0.31,0,0,0.18,0.19,41,1,0,0.8,0.28,0.6,-0.48,0.03,3,"Gold",5,"31-60",41,0.32,0.31,-0.467698799114508,-0.495850347347453,2,2,99,99,0,0
"492",10,5,0.24,0.56,0,1,0.26,0.0600000000000001,41,1,0,0.68,0.41,0.56,-0.44,0.15,2,"Gold",5,"31-60",41,0.24,0.56,-0.706302562840088,0.150969215496777,2,2,99,0,0,0.0286666666666667
"493",11,6,0,0.59,0,0,0.5,0.09,42,1,0,0.6,0.4,0.5,-0.6,0.19,3,"Gold",5,"91-120",42,0.001,0.59,-3.09023230616781,0.227544976641149,2,4,99,99,0,0
"494",8,4,0.39,0.58,1,0,0.11,0.08,42,0,1,0.4,0.66,0.5,-0.01,-0.0800000000000001,1,"Gold",5,"91-120",42,0.39,0.58,-0.279319034447454,0.201893479141851,2,4,0,99,0.685333333333333,0
"495",12,6,0.59,0.4,1,1,0.09,0.1,42,1,0,0.59,0.4,0.41,0,0,3,"Gold",5,"91-120",42,0.59,0.4,0.227544976641149,-0.2533471031358,2,4,1,0,0,0.63
"496",9,5,0.41,0.58,0,1,0.09,0.08,42,1,0,0.62,0.36,0.55,-0.21,0.22,2,"Gold",5,"91-120",42,0.41,0.58,-0.227544976641149,0.201893479141851,2,4,99,0,0,0.0153333333333333
"497",1,1,0.43,0.4,0,1,0.07,0.1,42,0,0,0.38,0.39,0.5,0.05,0.01,1,"Gold",5,"91-120",42,0.43,0.4,-0.176374164780861,-0.2533471031358,2,4,99,0,0,0.644666666666667
"498",7,4,0.43,0.62,0,1,0.07,0.12,42,1,1,0.6,0.6,0.55,-0.17,0.02,1,"Gold",5,"91-120",42,0.43,0.62,-0.176374164780861,0.305480788099397,2,4,99,1,0,0
"499",2,1,0.4,0.49,1,0,0.1,0.01,42,0,0,0.13,0.18,0.48,0.27,0.31,1,"Gold",5,"91-120",42,0.4,0.49,-0.2533471031358,-0.0250689082587111,2,4,0,99,0.00566666666666667,0
"500",10,5,0.54,0.36,1,0,0.04,0.14,42,1,0,0.55,0.29,0.46,-0.01,0.07,2,"Gold",5,"91-120",42,0.54,0.36,0.10043372051147,-0.358458793251194,2,4,1,99,0,0
"501",6,3,0.52,0.52,0,0,0.02,0.02,42,0,1,0.39,0.55,0.5,0.13,-0.03,3,"Gold",5,"91-120",42,0.52,0.52,0.0501535834647337,0.0501535834647337,2,4,99,99,0,0
"502",5,3,0.5,0.5,1,1,0,0,42,0,0,0.52,0.44,0.52,-0.02,0.06,3,"Gold",5,"91-120",42,0.5,0.5,0,0,2,4,0,0,0.402666666666667,0.349
"503",3,2,0.53,0.36,1,1,0.03,0.14,42,1,0,0.53,0.37,0.49,0,-0.01,2,"Gold",5,"91-120",42,0.53,0.36,0.0752698620998299,-0.358458793251194,2,4,1,0,0,0.759666666666667
"504",4,2,0.49,0.51,0,0,0.01,0.01,42,1,1,0.53,0.53,0.5,-0.04,-0.02,2,"Gold",5,"91-120",42,0.49,0.51,-0.0250689082587111,0.0250689082587111,2,4,99,99,0,0
"505",6,3,0.31,0.33,0,0,0.19,0.17,43,0,1,0.3,0.88,0.47,0.01,-0.55,3,"Platinum",4,"121-150",43,0.31,0.33,-0.495850347347453,-0.439913165673234,3,5,99,99,0,0
"506",7,4,0.28,0.27,0,1,0.22,0.23,43,0,1,0.23,0.89,0.65,0.05,-0.62,1,"Platinum",5,"121-150",43,0.28,0.27,-0.582841507271216,-0.612812991016627,3,5,99,1,0,0
"507",12,6,0.39,0.3,0,0,0.11,0.2,43,1,0,0.79,0.36,0.31,-0.4,-0.06,3,"Platinum",5,"121-150",43,0.39,0.3,-0.279319034447454,-0.524400512708041,3,5,99,99,0,0
"508",11,6,0.74,0.65,1,1,0.24,0.15,43,1,1,0.62,0.48,0.28,0.12,0.17,3,"Platinum",5,"121-150",43,0.74,0.65,0.643345405392917,0.385320466407568,3,5,1,1,0,0
"509",8,4,0.68,0.78,1,0,0.18,0.28,43,0,1,0.24,0.81,0.69,0.44,-0.03,1,"Platinum",5,"121-150",43,0.68,0.78,0.467698799114508,0.772193214188685,3,5,0,99,0,0
"510",10,5,0.32,0.74,0,1,0.18,0.24,43,0,1,0.33,0.71,0.73,-0.01,0.03,2,"Platinum",5,"121-150",43,0.32,0.74,-0.467698799114508,0.643345405392917,3,5,99,1,0,0
"511",4,2,0.66,0.29,1,0,0.16,0.21,43,1,1,0.7,0.7,0.71,-0.0399999999999999,-0.41,2,"Platinum",5,"121-150",43,0.66,0.29,0.412463129441405,-0.553384719555673,3,5,1,99,0,0
"512",1,1,0.31,0.26,0,0,0.19,0.24,43,1,0,0.61,0.34,0.52,-0.3,-0.08,1,"Platinum",5,"121-150",43,0.31,0.26,-0.495850347347453,-0.643345405392917,3,5,99,99,0,0
"513",5,3,0.62,0.75,1,1,0.12,0.25,43,0,1,0.23,0.78,0.51,0.39,-0.03,3,"Platinum",5,"121-150",43,0.62,0.75,0.305480788099397,0.674489750196082,3,5,0,1,0,0
"514",2,1,0.72,0.69,1,1,0.22,0.19,43,1,0,0.77,0.49,0.43,-0.05,0.2,1,"Platinum",5,"121-150",43,0.72,0.69,0.582841507271216,0.495850347347453,3,5,1,0,0,0.00566666666666667
"515",9,5,0.72,0.29,1,0,0.22,0.21,43,0,1,0.37,0.61,0.39,0.35,-0.32,2,"Platinum",5,"121-150",43,0.72,0.29,0.582841507271216,-0.553384719555673,3,5,0,99,0,0
"516",3,2,0.28,0.71,0,1,0.22,0.21,43,1,0,0.89,0.34,0.44,-0.61,0.37,2,"Platinum",5,"121-150",43,0.28,0.71,-0.582841507271216,0.553384719555673,3,5,99,0,0,0
"517",7,4,0.6,0.4,1,0,0.1,0.1,45,0,1,0.3,0.7,0.54,0.3,-0.3,1,"Master",4,"121-150",44,0.6,0.4,0.2533471031358,-0.2533471031358,5,5,0,99,0.000666666666666667,0
"518",3,2,0.62,0.61,0,1,0.12,0.11,45,1,1,0.65,0.67,0.62,-0.03,-0.0600000000000001,2,"Master",4,"121-150",44,0.62,0.61,0.305480788099397,0.279319034447454,5,5,99,1,0,0
"519",5,3,0.19,0.5,0,0,0.31,0,45,0,1,0.23,0.7,0.46,-0.04,-0.2,3,"Master",5,"121-150",44,0.19,0.5,-0.877896295051228,0,5,5,99,99,0,0
"520",12,6,0.09,1,0,0,0.41,0.5,45,1,1,0.59,0.58,0.58,-0.5,0.42,3,"Master",5,"121-150",44,0.09,0.999,-1.34075503369022,3.09023230616781,5,5,99,99,0,0
"521",11,6,0.8,0.63,1,1,0.3,0.13,45,1,1,0.71,0.31,0.53,0.0900000000000001,0.32,3,"Master",5,"121-150",44,0.8,0.63,0.841621233572914,0.331853346436817,5,5,1,1,0,0
"522",1,1,0.42,0.53,0,1,0.08,0.03,45,1,0,0.63,0.4,0.44,-0.21,0.13,1,"Master",5,"121-150",44,0.42,0.53,-0.201893479141851,0.0752698620998299,5,5,99,0,0,0.386
"523",2,1,0.8,0.28,1,0,0.3,0.22,45,1,0,1,0.46,0.55,-0.2,-0.18,1,"Master",5,"121-150",44,0.8,0.28,0.841621233572914,-0.582841507271216,5,5,1,99,0,0
"524",10,5,0.23,0.32,0,0,0.27,0.18,45,1,0,0.57,0.47,0.55,-0.34,-0.15,2,"Master",5,"121-150",44,0.23,0.32,-0.738846849185214,-0.467698799114508,5,5,99,99,0,0
"525",8,4,0.77,0.73,0,1,0.27,0.23,45,0,0,0.56,0.53,0.54,0.21,0.2,1,"Master",3,"121-150",44,0.77,0.73,0.738846849185214,0.612812991016627,5,5,99,0,0,0.0813333333333333
"526",9,5,0.18,0.31,1,1,0.32,0.19,45,0,0,0.34,0.29,0.21,-0.16,0.02,2,"Master",5,"121-150",44,0.18,0.31,-0.915365087842814,-0.495850347347453,5,5,0,0,1,0.998666666666667
"527",4,2,0.34,0,1,0,0.16,0.5,45,0,0,0.47,0.79,0.49,-0.13,-0.79,2,"Master",5,"121-150",44,0.34,0.001,-0.412463129441405,-3.09023230616781,5,5,0,99,0.994666666666667,0
"528",6,3,0.73,1,1,1,0.23,0.5,45,0,0,0.71,0.94,0.65,0.02,0.0600000000000001,3,"Master",5,"121-150",44,0.73,0.999,0.612812991016627,3.09023230616781,5,5,0,0,0.612333333333333,0.998
"529",7,4,0.4,0.6,0,1,0.1,0.1,46,0,0,0.41,0.5,0.52,-0.00999999999999995,0.1,1,"Gold",5,"121-150",45,0.4,0.6,-0.2533471031358,0.2533471031358,2,5,99,0,0,0.0993333333333333
"530",5,3,0.6,0.61,1,1,0.1,0.11,46,1,1,0.6,0.55,0.6,0,0.0599999999999999,3,"Gold",5,"121-150",45,0.6,0.61,0.2533471031358,0.279319034447454,2,5,1,1,0,0
"531",2,1,0.4,0.6,0,1,0.1,0.1,46,1,0,0.6,0.52,0.55,-0.2,0.08,1,"Gold",3,"121-150",45,0.4,0.6,-0.2533471031358,0.2533471031358,2,5,99,0,0,0.133333333333333
"532",11,6,0.45,0.55,0,1,0.05,0.05,46,1,0,0.62,0.45,0.52,-0.17,0.1,3,"Gold",4,"121-150",45,0.45,0.55,-0.125661346855074,0.125661346855074,2,5,99,0,0,0.0926666666666667
"533",3,2,0.64,0.52,1,1,0.14,0.02,46,1,0,0.65,0.45,0.53,-0.01,0.07,2,"Gold",5,"121-150",45,0.64,0.52,0.358458793251194,0.0501535834647337,2,5,1,0,0,0.158333333333333
"534",12,6,0.67,0.45,1,0,0.17,0.05,46,1,1,0.7,0.55,0.58,-0.0299999999999999,-0.1,3,"Gold",4,"121-150",45,0.67,0.45,0.439913165673234,-0.125661346855074,2,5,1,99,0,0
"535",6,3,0.41,0.45,0,0,0.09,0.05,46,0,1,0.4,0.65,0.53,0.00999999999999995,-0.2,3,"Gold",5,"121-150",45,0.41,0.45,-0.227544976641149,-0.125661346855074,2,5,99,99,0,0
"536",4,2,0.4,0.45,0,0,0.1,0.05,46,0,1,0.48,0.55,0.5,-0.08,-0.1,2,"Gold",5,"121-150",45,0.4,0.45,-0.2533471031358,-0.125661346855074,2,5,99,99,0,0
"537",10,5,0.55,0.55,1,1,0.05,0.05,46,0,0,0.4,0.47,0.47,0.15,0.0800000000000001,2,"Gold",5,"121-150",45,0.55,0.55,0.125661346855074,0.125661346855074,2,5,0,0,0.0256666666666667,0.117333333333333
"538",8,4,0.56,0.45,1,0,0.0600000000000001,0.05,46,1,1,0.55,0.55,0.57,0.01,-0.1,1,"Gold",5,"121-150",45,0.56,0.45,0.150969215496777,-0.125661346855074,2,5,1,99,0,0
"539",1,1,0.58,0.45,1,0,0.08,0.05,46,1,1,0.68,0.56,0.55,-0.1,-0.11,1,"Gold",5,"121-150",45,0.58,0.45,0.201893479141851,-0.125661346855074,2,5,1,99,0,0
"540",9,5,0.49,0.52,0,0,0.01,0.02,46,0,1,0.48,0.59,0.56,0.01,-0.07,2,"Gold",5,"121-150",45,0.49,0.52,-0.0250689082587111,0.0501535834647337,2,5,99,99,0,0
"541",3,2,0.7,0.6,1,1,0.2,0.1,47,1,0,0.8,0.3,0.6,-0.1,0.3,2,"Gold",5,"121-150",46,0.7,0.6,0.524400512708041,0.2533471031358,2,5,1,0,0,0
"542",2,1,0.3,0.3,0,0,0.2,0.2,47,1,0,0.65,0.5,0.65,-0.35,-0.2,1,"Gold",5,"121-150",46,0.3,0.3,-0.524400512708041,-0.524400512708041,2,5,99,99,0,0
"543",1,1,0.71,0.72,1,1,0.21,0.22,47,1,1,0.7,0.7,0.7,0.01,0.02,1,"Gold",5,"121-150",46,0.71,0.72,0.553384719555673,0.582841507271216,2,5,1,1,0,0
"544",5,3,0.62,0.81,1,1,0.12,0.31,47,0,1,0.37,0.83,0.79,0.25,-0.0199999999999999,3,"Gold",5,"121-150",46,0.62,0.81,0.305480788099397,0.877896295051229,2,5,0,1,0,0
"545",8,4,0.37,0.8,0,1,0.13,0.3,47,0,1,0.35,0.85,0.76,0.02,-0.0499999999999999,1,"Gold",5,"121-150",46,0.37,0.8,-0.331853346436817,0.841621233572914,2,5,99,1,0,0
"546",6,3,0.34,0.79,0,0,0.16,0.29,47,0,1,0.32,0.76,0.64,0.02,0.03,3,"Gold",5,"121-150",46,0.34,0.79,-0.412463129441405,0.80642124701824,2,5,99,99,0,0
"547",11,6,0.35,0.75,0,1,0.15,0.25,47,1,1,0.76,0.66,0.67,-0.41,0.09,3,"Gold",5,"121-150",46,0.35,0.75,-0.385320466407568,0.674489750196082,2,5,99,1,0,0
"548",10,5,0.74,0.25,1,0,0.24,0.25,47,1,0,0.74,0.38,0.51,0,-0.13,2,"Gold",5,"121-150",46,0.74,0.25,0.643345405392917,-0.674489750196082,2,5,1,99,0,0
"549",9,5,0.38,0.79,0,1,0.12,0.29,47,1,1,0.57,0.83,0.77,-0.19,-0.0399999999999999,2,"Gold",5,"121-150",46,0.38,0.79,-0.305480788099397,0.80642124701824,2,5,99,1,0,0
"550",4,2,0.42,0.8,0,0,0.08,0.3,47,0,1,0.48,0.77,0.64,-0.06,0.03,2,"Gold",5,"121-150",46,0.42,0.8,-0.201893479141851,0.841621233572914,2,5,99,99,0,0
"551",12,6,0.83,0.31,1,0,0.33,0.19,47,1,0,0.83,0.41,0.73,0,-0.1,3,"Gold",5,"121-150",46,0.83,0.31,0.954165253146194,-0.495850347347453,2,5,1,99,0,0
"552",7,4,0.51,0.84,1,0,0.01,0.34,47,0,1,0.16,0.79,0.71,0.35,0.0499999999999999,1,"Gold",5,"121-150",46,0.51,0.84,0.0250689082587111,0.994457883209753,2,5,0,99,0,0
"553",11,6,0.3,0.7,0,1,0.2,0.2,49,1,0,0.79,0.29,0.33,-0.49,0.41,3,"Diamond",4,"91-120",47,0.3,0.7,-0.524400512708041,0.524400512708041,4,4,99,0,0,0
"554",2,1,0.23,0.71,0,0,0.27,0.21,49,1,0,0.66,0.13,0.18,-0.43,0.58,1,"Diamond",3,"91-120",47,0.23,0.71,-0.738846849185214,0.553384719555673,4,4,99,99,0,0
"555",4,2,0.24,0.75,0,1,0.26,0.25,49,1,1,0.62,0.85,0.8,-0.38,-0.1,2,"Diamond",4,"91-120",47,0.24,0.75,-0.706302562840088,0.674489750196082,4,4,99,1,0,0
"556",10,5,0.76,0.19,1,0,0.26,0.31,49,1,0,0.81,0.28,0.37,-0.05,-0.09,2,"Diamond",5,"91-120",47,0.76,0.19,0.706302562840088,-0.877896295051228,4,4,1,99,0,0
"557",5,3,0.74,0.74,1,1,0.24,0.24,49,0,1,0.2,0.79,0.65,0.54,-0.05,3,"Diamond",4,"91-120",47,0.74,0.74,0.643345405392917,0.643345405392917,4,4,0,1,0,0
"558",1,1,0.78,0.68,1,1,0.28,0.18,49,1,0,0.78,0.27,0.54,0,0.41,1,"Diamond",5,"91-120",47,0.78,0.68,0.772193214188685,0.467698799114508,4,4,1,0,0,0
"559",9,5,0.23,0.75,0,1,0.27,0.25,49,1,1,0.77,0.77,0.6,-0.54,-0.02,2,"Diamond",5,"91-120",47,0.23,0.75,-0.738846849185214,0.674489750196082,4,4,99,1,0,0
"560",6,3,0.18,0.21,0,0,0.32,0.29,49,0,1,0.21,0.75,0.76,-0.03,-0.54,3,"Diamond",4,"91-120",47,0.18,0.21,-0.915365087842814,-0.80642124701824,4,4,99,99,0,0
"561",7,4,0.15,0.18,0,0,0.35,0.32,49,0,1,0.19,0.75,0.85,-0.04,-0.57,1,"Diamond",5,"91-120",47,0.15,0.18,-1.03643338949379,-0.915365087842814,4,4,99,99,0,0
"562",8,4,0.74,0.73,1,1,0.24,0.23,49,1,0,0.63,0.2,0.41,0.11,0.53,1,"Diamond",5,"91-120",47,0.74,0.73,0.643345405392917,0.612812991016627,4,4,1,0,0,0
"563",3,2,0.78,0.18,1,0,0.28,0.32,49,1,0,0.76,0.28,0.39,0.02,-0.1,2,"Diamond",4,"91-120",47,0.78,0.18,0.772193214188685,-0.915365087842814,4,4,1,99,0,0
"564",12,6,0.75,0.17,1,0,0.25,0.33,49,1,0,0.79,0.22,0.22,-0.04,-0.05,3,"Diamond",5,"91-120",47,0.75,0.17,0.674489750196082,-0.954165253146194,4,4,1,99,0,0
"565",2,1,0.5,0.21,0,0,0,0.29,50,1,0,0.75,0.37,0.6,-0.25,-0.16,1,"Master",5,"121-150",48,0.5,0.21,0,-0.80642124701824,5,5,99,99,0,0
"566",8,4,0.45,0.8,0,1,0.05,0.3,50,1,1,0.65,0.85,0.7,-0.2,-0.0499999999999999,1,"Master",5,"121-150",48,0.45,0.8,-0.125661346855074,0.841621233572914,5,5,99,1,0,0
"567",5,3,0.4,0.5,1,0,0.1,0,50,0,1,0.3,0.6,0.45,0.1,-0.1,3,"Master",5,"121-150",48,0.4,0.5,-0.2533471031358,0,5,5,0,99,0.890333333333333,0
"568",10,5,0.75,0.7,1,1,0.25,0.2,50,1,0,0.67,0.48,0.54,0.08,0.22,2,"Master",5,"121-150",48,0.75,0.7,0.674489750196082,0.524400512708041,5,5,1,0,0,0.00833333333333333
"569",12,6,0.6,0.69,0,1,0.1,0.19,50,1,1,0.75,0.68,0.7,-0.15,0.0099999999999999,3,"Master",5,"121-150",48,0.6,0.69,0.2533471031358,0.495850347347453,5,5,99,1,0,0
"570",4,2,0.6,0.63,1,1,0.1,0.13,50,0,1,0.5,0.51,0.5,0.1,0.12,2,"Master",5,"121-150",48,0.6,0.63,0.2533471031358,0.331853346436817,5,5,0,1,0.192,0
"571",6,3,0.44,0.79,0,1,0.06,0.29,50,0,1,0.55,0.7,0.62,-0.11,0.0900000000000001,3,"Master",5,"121-150",48,0.44,0.79,-0.150969215496777,0.80642124701824,5,5,99,1,0,0
"572",9,5,0.3,0.3,0,0,0.2,0.2,50,0,0,0.43,0.28,0.33,-0.13,0.02,2,"Master",5,"121-150",48,0.3,0.3,-0.524400512708041,-0.524400512708041,5,5,99,99,0,0
"573",11,6,0.54,0.44,1,0,0.04,0.06,50,1,0,0.62,0.36,0.45,-0.08,0.08,3,"Master",5,"121-150",48,0.54,0.44,0.10043372051147,-0.150969215496777,5,5,1,99,0,0
"574",7,4,0.6,0.6,1,0,0.1,0.1,50,0,1,0.5,0.78,0.66,0.1,-0.18,1,"Master",5,"121-150",48,0.6,0.6,0.2533471031358,0.2533471031358,5,5,0,99,0.189666666666667,0
"575",3,2,0.58,0.31,0,0,0.08,0.19,50,1,0,0.7,0.44,0.53,-0.12,-0.13,2,"Master",5,"121-150",48,0.58,0.31,0.201893479141851,-0.495850347347453,5,5,99,99,0,0
"576",1,1,0.78,0.83,1,1,0.28,0.33,50,1,1,0.68,0.68,0.7,0.1,0.15,1,"Master",5,"121-150",48,0.78,0.83,0.772193214188685,0.954165253146194,5,5,1,1,0,0
"577",3,2,0.5,0.6,0,1,0,0.1,51,1,0,0.6,0.35,0.95,-0.1,0.25,2,"Diamond",5,"121-150",49,0.5,0.6,0,0.2533471031358,4,5,99,0,0,0.000666666666666667
"578",1,1,0.6,0.45,1,0,0.1,0.05,51,1,1,0.6,0.7,0.85,0,-0.25,1,"Diamond",5,"121-150",49,0.6,0.45,0.2533471031358,-0.125661346855074,4,5,1,99,0,0
"579",4,2,0.5,0.5,1,0,0,0,51,0,1,0.45,0.72,0.45,0.05,-0.22,2,"Diamond",5,"121-150",49,0.5,0.5,0,0,4,5,0,99,0.173333333333333,0
"580",10,5,0.65,0.5,1,1,0.15,0,51,0,0,0.3,0.3,0.3,0.35,0.2,2,"Diamond",5,"121-150",49,0.65,0.5,0.385320466407568,0,4,5,0,0,0,0.007
"581",12,6,0.69,0.38,1,0,0.19,0.12,51,1,0,0.7,0.38,0.58,-0.01,0,3,"Diamond",5,"121-150",49,0.69,0.38,0.495850347347453,-0.305480788099397,4,5,1,99,0,0
"582",9,5,0.5,0.5,0,0,0,0,51,1,1,0.6,0.6,0.55,-0.1,-0.1,2,"Diamond",5,"121-150",49,0.5,0.5,0,0,4,5,99,99,0,0
"583",6,3,0.35,0.74,0,0,0.15,0.24,51,0,1,0.35,0.7,0.5,0,0.04,3,"Diamond",5,"121-150",49,0.35,0.74,-0.385320466407568,0.643345405392917,4,5,99,99,0,0
"584",8,4,0.3,0.75,0,0,0.2,0.25,51,0,1,0.4,0.8,0.6,-0.1,-0.05,1,"Diamond",5,"121-150",49,0.3,0.75,-0.524400512708041,0.674489750196082,4,5,99,99,0,0
"585",5,3,0.5,0.6,1,1,0,0.1,51,0,1,0.4,0.68,0.57,0.1,-0.0800000000000001,3,"Diamond",5,"121-150",49,0.5,0.6,0,0.2533471031358,4,5,0,1,0.0923333333333333,0
"586",7,4,0.62,0.67,1,1,0.12,0.17,51,1,1,0.55,0.75,0.66,0.07,-0.08,1,"Diamond",5,"121-150",49,0.62,0.67,0.305480788099397,0.439913165673234,4,5,1,1,0,0
"587",11,6,0.5,0.5,0,1,0,0,51,1,0,0.74,0.45,0.45,-0.24,0.05,3,"Diamond",5,"121-150",49,0.5,0.5,0,0,4,5,99,0,0,0.168666666666667
"588",2,1,0.5,0.5,0,1,0,0,51,1,0,0.6,0.26,0.5,-0.1,0.24,1,"Diamond",5,"121-150",49,0.5,0.5,0,0,4,5,99,0,0,0.001
